nombre|marca|precio|link|imagen|id|departamento|categoria|subcategoria
Helado Sei Tú Bombón Escoces Blanco Nevado 600 Gr|Sei Tu|338.15|helado-sei-tu-bombon-escoces-blanco-nevado-x-8-u-x-600-grs|208082|208082|Congelados|Helados y Postres|Helados
Bocaditos Helado Chomp Edición Limitada 180 Gr|FRIGOR|326.98|bocaditos-helados-chomp-frigor-pote-4|204413|204413|Congelados|Helados y Postres|Helados
Helado Popsy Tutti Frutti Y Naranja 10 U 450 Gr|FRIGOR|307.5|helado-popsy-tutti-frutti-y-naranja-10-u-450-gr|200089|200089|Congelados|Helados y Postres|Helados
Helado De Americana Frigor Pote 500 Gr|FRIGOR|306.48|helado-de-americana-frigor-pote-500-gr|584954|584954|Congelados|Helados y Postres|Helados
Paleta Haulani Frambuesa Y Pomelo 240 Gr - 3 U X 80 Gr|Haulani|290.0|paleta-haulani-frambuesa-y-pomelo-240-gr-3-u-x-80-gr|579492|579492|Congelados|Helados y Postres|Helados
Helado Haulani De Caffe Late A Base De Leche D|Haulani|290.0|helado-haulani-de-caffe-late-a-base-de-leche-d|578128|578128|Congelados|Helados y Postres|Helados
Helado Chocolate Doble Freddo Pote 90 Gr|FREDDO|169.0|helado-chocolate-doble-freddo-pote-90-gr|562528|562528|Congelados|Helados y Postres|Helados
Helado Haulani De Coco Base De Leche De Coco 500 Ml|Haulani|270.0|helado-haulani-de-coco-base-de-leche-de-coco-500-ml|578125|578125|Congelados|Helados y Postres|Helados
Helado Haulani De Maracuyá A Base De Leche De Coco 500 Ml|Haulani|270.0|helado-haulani-de-maracuya-a-base-de-leche-de-coco-500-ml|578122|578122|Congelados|Helados y Postres|Helados
Helado Haagen Dazs Belgian Chocolate  X 500 Cc|HAAGEN DAZS|775.0|helado-haagen-dazs-pote-4|519419|519419|Congelados|Helados y Postres|Helados
Helado Sei Tú Carita Chocolate Vainilla 390 Gr|Sei Tu|279.9|helados-sei-tu-carita-choc-vainilla-x-6|593146|593146|Congelados|Helados y Postres|Helados
Helado Sei Tú Palito Bombón 390 Gr|Sei Tu|279.9|helado-sei-tu-palito-bombon-x6u|593112|593112|Congelados|Helados y Postres|Helados
Helado Frigor Balde Dulce De Leche, Americana Y Chocolate 1 Kg|FRIGOR|394.63|helado-frigor-balde-ddl-americana-chocolate-x-1kg|182229|182229|Congelados|Helados y Postres|Helados
Helado Frigor Balde Dulce De Leche, Frutilla Y Chocolate 1 Kg|FRIGOR|399.65|helado-frigor-dulce-de-leche-frutilla-chocolate-balde-x1-kg|182228|182228|Congelados|Helados y Postres|Helados
Helado Fruilla A La Crema Freddo Pote 375 Gr|FREDDO|357.73|helado-fruilla-a-la-crema-freddo-pote-375-gr|562531|562531|Congelados|Helados y Postres|Helados
Helado Fruilla A La Crema Freddo Pote 90 Gr|FREDDO|169.0|helado-fruilla-a-la-crema-freddo-pote-90-gr|562529|562529|Congelados|Helados y Postres|Helados
Helado Haagen Dazs Strawberries & Cream 80 Ml|HAAGEN DAZS|275.0|helado-haagen-dazs-strawberries-cream-80-ml|520015|520015|Congelados|Helados y Postres|Helados
Crema Helada Oreo 95 Gr|FRIGOR|99.9|crema-helada-oreo-tacita-x-95-grs|421856|421856|Congelados|Helados y Postres|Helados
Helado Bombón Luxor 265 Gr|FRIGOR|369.0|helado-luxor-helado-bombon-5-x-53grs-265-grs|205553|205553|Congelados|Helados y Postres|Helados
Bocaditos Helado Chomp Edición Limitada 180 Gr|FRIGOR|326.98|bocaditos-helados-chomp-frigor-pote-2|203777|203777|Congelados|Helados y Postres|Helados
Bocaditos Helado Chomp Almendrado 180 Gr|FRIGOR|326.98|bocaditos-helados-chomp-frigor-pote|203771|203771|Congelados|Helados y Postres|Helados
Helado Vegano Chocolate - Vainilla X 400 Gr|Sei Tu|375.0|helado-vegano-chocolate-vainilla-x-400-gr|593313|593313|Congelados|Helados y Postres|Helados
Helado De Limón Frigor Pote 500 Gr|FRIGOR|299.0|helado-de-limon-frigor-pote-500-gr|584949|584949|Congelados|Helados y Postres|Helados
Paleta Haulani Anana Y Jengibre 240 Gr - 3 U X 80 Gr|Haulani|290.0|paleta-haulani-anana-y-jengibre-240-gr-3-u-x-80-gr-2|579491|579491|Congelados|Helados y Postres|Helados
Paleta Haulani Anana Y Jengibre 240 Gr - 3 U X 80 Gr|Haulani|290.0|paleta-haulani-anana-y-jengibre-240-gr-3-u-x-80-gr|579490|579490|Congelados|Helados y Postres|Helados
Helado Haulani De Banana Y Peanut Butter A Bas|Haulani|290.0|helado-haulani-de-banana-y-peanut-butter-a-bas|564038|564038|Congelados|Helados y Postres|Helados
Helado Haulani De Matcha Y Vainilla A Base De|Haulani|290.0|helado-haulani-de-matcha-y-vainilla-a-base-de|578126|578126|Congelados|Helados y Postres|Helados
Helado Freddo Dulce De Leche Pote 90 Gr|FREDDO|169.0|helado-freddo-dulce-de-leche-pote-90-gr|562527|562527|Congelados|Helados y Postres|Helados
Pote Frutilla Y Granizado 500gr C&co|CUISINE & CO NBE MP|295.0|pote-frutilla-y-granizado-500gr-c-co|558130|558130|Congelados|Helados y Postres|Helados
Helado Mega|FRIGOR|139.9|helado-mega-2|554863|554863|Congelados|Helados y Postres|Helados
Helado Oreo|OREO|143.5|helado-oreo|554862|554862|Congelados|Helados y Postres|Helados
Helado Mega|FRIGOR|139.9|helado-mega|554858|554858|Congelados|Helados y Postres|Helados
Helado Haagen Dazs Chocolate Con Almendras 80 Ml|HAAGEN DAZS|275.0|helado-haagen-dazs-chocolate-con-almendras-80-ml|548284|548284|Congelados|Helados y Postres|Helados
Helado Haagen Dazs Vanilla Caramel Almond 80 Ml|HAAGEN DAZS|275.0|helado-haagen-dazs-vanilla-caramel-almond-80-ml|548283|548283|Congelados|Helados y Postres|Helados
Helado Haagen Dazs Salted Caramel 80 Ml|HAAGEN DAZS|275.0|helado-haagen-dazs-salted-caramel-80-ml|520011|520011|Congelados|Helados y Postres|Helados
Helado Haagen Dazs Caramel Biscuit & Cream 473 Ml|HAAGEN DAZS|775.0|helado-haagen-dazs-caramel-biscuit-cream-473-ml|520009|520009|Congelados|Helados y Postres|Helados
Helado Torpedo|FRIGOR|63.0|helado-torpedo-2|512916|512916|Congelados|Helados y Postres|Helados
Helado Torpedo|FRIGOR|63.0|helado-torpedo|490148|490148|Congelados|Helados y Postres|Helados
Yogurt Helado Maracuyá Karinat 120 Gr|KARINAT|161.85|yogur-helado-maracuya-karinat-x-120g|489673|489673|Congelados|Helados y Postres|Postres
Barritas De Helado Jumbo Sabor Dulce De Leche|JUMBO MP|400.87|barritas-de-helado-jumbo-sabor-dulce-de-leche|522382|522382|Congelados|Helados y Postres|Postres
Yogur Helado Karinat Arandano 120 Gr|KARINAT|157.9|yogur-helado-karinat-arandano-x-120grs|462952|462952|Congelados|Helados y Postres|Postres
Alfajor Helado Sei Tú Blanco 750 Gr|Sei Tu|329.9|alfajor-helado-sei-tu-blanco-x8u|593117|593117|Congelados|Helados y Postres|Postres
Alfajor Helado Sei Tú 750 Gr|Sei Tu|338.15|alfajor-helado-sei-tu-x8u|593115|593115|Congelados|Helados y Postres|Postres
Postre Helado Sei Tú Bombon Escoces 600 Gr|Sei Tu|379.15|postre-helado-sei-tu-bombon-escoces-x8u|594365|594365|Congelados|Helados y Postres|Postres
Yogurt Helado Frutos Del Bosque Karinat 120 Gr|KARINAT|161.85|yogur-helado-frutos-del-bosque-karinat-x-120g|489672|489672|Congelados|Helados y Postres|Postres
Barritas De Helado Jumbo Sabor Banana Split|JUMBO MP|400.87|barritas-de-helado-jumbo-sabor-banana-split|522383|522383|Congelados|Helados y Postres|Postres
Postre Helado Karinat 120 Gr|KARINAT|161.85|yogur-helado-chocolate-y-quinoa-karinat-x-120-gr|489680|489680|Congelados|Helados y Postres|Postres
Postre Helado Frigor 600 Gr|FRIGOR|470.48|postre-helado-almendrado-crocante-frigor-x-600-grs|203341|203341|Congelados|Helados y Postres|Postres
Yogurt Helado Frutilla Karinat 120 Gr|KARINAT|161.85|yogur-helado-frutilla-karinat-x-120g|489671|489671|Congelados|Helados y Postres|Postres
Postre Frigor Ddl  Crema   X  535gr|FRIGOR|470.48|postre-frigor-ddl-crema-x-535gr|557160|557160|Congelados|Helados y Postres|Postres
Postre Helado Karinat 120 Gr|KARINAT|161.85|yogur-helado-choconut-karinat-x-120-gr|204889|204889|Congelados|Helados y Postres|Postres
Postre Helado Sei Tú Seibom Dolce Premium 650 Gr|Sei Tu|369.9|postre-helado-sei-tu-seibom-dolce-premium|593118|593118|Congelados|Helados y Postres|Postres
Papas Congeladas  Crinkle Mccain  X 400 Gr|MC CAIN|114.8|papas-congeladas-crinkle-mccain-x-400-gr|583587|583587|Congelados|Papas|-
Papas Horneables  Mc Cain  X 600 Gr|MC CAIN|176.92|papas-horneables-mc-cain-x-600-gr|583569|583569|Congelados|Papas|-
Mc Cain Emoticons 600 Gr|MC CAIN|270.6|mc-cain-emoticons-600-gr|583567|583567|Congelados|Papas|-
Mc Cain - Papas Fritas Corte Tradicional X 400 Gr|MC CAIN|112.65|mc-cain-papas-fritas-corte-tradicional-x-400-gr|583542|583542|Congelados|Papas|-
Papas Mccain Noisette 500 Gr|MC CAIN|207.05|papas-mc-cain-x-500-gr|583511|583511|Congelados|Papas|-
Papas Mccain Tradicional 720 Gr|MC CAIN|178.35|papas-mc-cain-x-720-gr|583489|583489|Congelados|Papas|-
Papas Rústicas Simplot 700 Gr|SIMPLOT|183.48|papas-rusticas-simplot-700-gr|594400|594400|Congelados|Papas|-
Papa Baston Simplot Corte Tradicional 1100 Gr|SIMPLOT|217.3|papa-baston-simplot-corte-tradicional-1100-gr|594391|594391|Congelados|Papas|-
Papas Mc Cain Horneables 1 Kg|MC CAIN|236.78|papas-mc-cain-horneables-1-kg|583521|583521|Congelados|Papas|-
Croquetas Granja Del Sol Espinaca 400 Gr|GRANJA DEL SOL|211.05|croquetas-granja-del-sol-4|468620|468620|Congelados|Papas|-
Croquetas Granja Del Sol 400 Gr|GRANJA DEL SOL|211.05|croquetas-granja-del-sol-3|468619|468619|Congelados|Papas|-
Papas Mccain Congeladas Tradicional 1,5 Kg|MC CAIN|343.27|papas-mccain-congeladas-x-1-5-kg|583512|583512|Congelados|Papas|-
Papas Mccain Congeladas Smiles 600 Gr|MC CAIN|246.0|papas-mccain-congeladas-x-600-gr|583500|583500|Congelados|Papas|-
Croquetitas Noisette Mccain 1 Kg|MC CAIN|367.98|croquetitas-mc-cain|583493|583493|Congelados|Papas|-
Papas Simplot Extra Crunch Corte Fino 700 Gr|SIMPLOT|205.0|papas-simplot-extra-crunch-corte-fino-700-gr|594406|594406|Congelados|Papas|-
Papa Baston Simplot Corte Tradicional 700 Gr|SIMPLOT|151.7|papa-baston-simplot-corte-tradicional-700-gr|594392|594392|Congelados|Papas|-
Papas Prefritas Supercongeladas Swift 400 Gr|SWIFT|81.9|papas-prefritas-supercongeladas-swift-400-gr|517437|517437|Congelados|Papas|-
Papas Bastón Mccain Estilo Casero 1 Kg|MC CAIN|261.38|papas-baston-mc-cain-estilo-casero-x-1kg|583529|583529|Congelados|Papas|-
Papas Mccain Estilo Casero 720 Gr|MC CAIN|197.83|papas-mc-cain-estilo-casero-x-720-gr|583522|583522|Congelados|Papas|-
Papas Mccain Rústicas 720 Gr|MC CAIN|218.33|papas-mc-cain-rusticas-720-grs|583508|583508|Congelados|Papas|-
Papas Simplot Corte Chips 700 Gr|SIMPLOT|198.0|papas-simplot-corte-chips-700-gr|594407|594407|Congelados|Papas|-
Onion Rings- Aros De Cebolla Simplot 1.1 Kg|SIMPLOT|521.73|onion-rings-aros-de-cebolla-simplot-1-1-kg|594387|594387|Congelados|Papas|-
Papas Mccain Al Horno 720 Gr|MC CAIN|218.33|papas-mc-cain-al-horno-720grs|189296|189296|Congelados|Papas|-
Papas Mccain Golden Long 1 Kg|MC CAIN|261.38|papas-mc-cain-2|583502|583502|Congelados|Papas|-
Papas Noisettes Mccain Finas Hierbas 1 Kg|MC CAIN|423.33|papas-noisettes-mccain-finas-hierbas-x-1000-gr|177971|177971|Congelados|Papas|-
Papas Noisettes Mccain Jamón Y Queso 500 Gr|MC CAIN|231.0|papas-noisettes-mccain-jamon-queso-x-500-gr|177966|177966|Congelados|Papas|-
Papas Simplot Steakhouse 700 Gr|SIMPLOT|201.93|papas-simplot-steakhouse-700-gr|594401|594401|Congelados|Papas|-
Papas Noisettes Mccain Finas Hierbas 500 Gr|MC CAIN|236.78|papas-noisettes-mccain-finas-hierbas-x-500-gr|177967|177967|Congelados|Papas|-
Papas Noisettes Mccain Jamón Y Queso 1 Kg|MC CAIN|423.33|papas-mc-cain-papas-noisettes-mccain-jamon-queso-x-1000-gr|177970|177970|Congelados|Papas|-
Milanesa Artico De Merluza 500 Gr|ARTICO|399.9|milanesa-artico-de-merluza-500-gr|534837|534837|Congelados|Pescados y Mariscos|-
Medallones Artico De Merluza 400 Gr|ARTICO|139.9|medallones-artico-de-merluza-400-gr|534850|534850|Congelados|Pescados y Mariscos|-
Bastones De Merluza  Grupolar X 400grs|GRUPOLAR|189.9|bastones-de-merluza-grupolar-x-400grs|584855|584855|Congelados|Pescados y Mariscos|-
Milanesas De Merluza  Rebozadas 500 Gr C&co|CUISINE & CO READY MP|449.98|milanesas-de-merluza-rebozadas-500-gr-c-co|578211|578211|Congelados|Pescados y Mariscos|-
Supremitas De Pollo Granja Del Sol X 480g|GRANJA DEL SOL|328.92|supremitas-de-pollo-granja-del-sol-x-480g|491634|491634|Congelados|Pollo y Carnes|-
Nuggets Granja Del Sol 900 Gr|GRANJA DEL SOL|543.15|nuggets-de-pollo-granja-del-sol-x-900-grs|468650|468650|Congelados|Pollo y Carnes|-
Nuggets Granja Del Sol 300 Gr|GRANJA DEL SOL|194.65|nuggets-de-pollo-granja-del-sol-x-300-grs|468649|468649|Congelados|Pollo y Carnes|-
Supremas De Pollo Granja Del Sol Congeladas 360 Gr|GRANJA DEL SOL|266.4|supremas-granja-del-sol-congeladas-x-4|468725|468725|Congelados|Pollo y Carnes|-
Patitas De Pollo  Granja Del Sol 1,1 Kg|GRANJA DEL SOL|630.27|patitas-de-pollo-granja-del-sol-x-1-100kg|468632|468632|Congelados|Pollo y Carnes|-
Supremas Granja Del Sol De Espinaca Y Queso 400 Gr|GRANJA DEL SOL|318.67|supremas-granja-del-sol-de-espinaca-y-queso-x4|468726|468726|Congelados|Pollo y Carnes|-
Patitas De Pollo Granja Del Sol 400 Gr|GRANJA DEL SOL|259.22|patitas-de-pollo-granja-del-sol|468715|468715|Congelados|Pollo y Carnes|-
Medallones De Pollo Swift 320 Gr|SWIFT|157.34|medallones-de-pollo-swift-x-320grs|471632|471632|Congelados|Pollo y Carnes|-
Medallones De Pollo Granja Del Sol 330 Gr|GRANJA DEL SOL|203.87|medallones-de-pollo-granja-del-sol|468754|468754|Congelados|Pollo y Carnes|-
Bocaditos Swift De Carne 380 Gr|SWIFT|153.75|bocaditos-swift-de-carne|340119|340119|Congelados|Pollo y Carnes|-
Bocaditos Swift De Pollo 380 Gr|SWIFT|153.75|bocaditos-swift-de-pollo|340118|340118|Congelados|Pollo y Carnes|-
3 Minutos De Pollo Lucchetti 240 Gr|LUCHETTI|163.9|3-minutos-de-pollo-lucchetti-240-gr|3|3|Congelados|Pollo y Carnes|-
Medallones De Pollo Lucchetti 280 Gr|LUCHETTI|157.75|medallones-de-pollo-lucchetti-280-gr|544683|544683|Congelados|Pollo y Carnes|-
Bolitas De Pollo Rebozadas Prefritas Congeladas 300 Gr|GRANJA TRES ARROYOS|128.13|bolitas-de-pollo-rebozadas-prefritas-congeladas-300-gr|535105|535105|Congelados|Pollo y Carnes|-
Medallones De Pollo Jumbo 6 U|JUMBO MP|219.0|medallones-de-pollo-jumbo|557920|557920|Congelados|Pollo y Carnes|-
Bocaditos De Pollo Jumbo 800 Gr|JUMBO MP|369.0|bocaditos-de-pollo-jumbo-x800gr|446632|446632|Congelados|Pollo y Carnes|-
Medallón De Pollo Granja Tres Arroyos 450 Gr|GRANJA TRES ARROYOS|251.13|medallon-de-pollo-granja-tres-arroyos|254424|254424|Congelados|Pollo y Carnes|-
Bocaditos Swift De Carne 760 Gr|SWIFT|518.55|bocaditos-de-carne-swift-x-760-grs|340360|340360|Congelados|Pollo y Carnes|-
Bocaditos De Pollo Jumbo 400 Gr|JUMBO MP|199.88|bocaditos-de-pollo-jumbo-x-400gr|428891|428891|Congelados|Pollo y Carnes|-
Suprema De Pollo Granja Tres Arroyos Rebozado Bolsa 540 Gr.|GRANJA TRES ARROYOS|358.75|suprema-d-pollo-granja-tres-arroyos|254463|254463|Congelados|Pollo y Carnes|-
Bocaditos Swift De Pollo 760 Gr|SWIFT|518.55|bocaditos-de-pollo-swift-760g|340355|340355|Congelados|Pollo y Carnes|-
Formitas De Pollo Con Espinaca Y Queso Grupola 800 Gr|GRUPOLAR|229.9|formitas-de-pollo-con-espinaca-y-queso-grupola-800-gr-2|584252|584252|Congelados|Pollo y Carnes|-
Medallones De Pollo Grupolar 800 Gr|GRUPOLAR|366.0|medallones-de-pollo-grupolar-800-gr|584250|584250|Congelados|Pollo y Carnes|-
Formitas De Pollo Grupolar 420 Gr|GRUPOLAR|225.4|formitas-de-pollo-grupolar-420-gr|584249|584249|Congelados|Pollo y Carnes|-
Nuggets Crocantes De Pechuga De Pollo Grupola 400 Gr|GRUPOLAR|219.9|nuggets-crocantes-de-pechuga-de-pollo-grupola-400-gr|584854|584854|Congelados|Pollo y Carnes|-
Bocaditos De Pollo Granja Tres Arroyos Rebozado  Bolsa 800 Gr.|GRANJA TRES ARROYOS|416.15|bocaditos-de-pollo-granja-tres-arroyos-350852|370423|370423|Congelados|Pollo y Carnes|-
Pochoclo De Pollo Granja Tres Arroyos Rebozado  Bsa 400 Gr.|GRANJA TRES ARROYOS|240.88|pochoclo-de-pollo-granja-tres-arroyos|254569|254569|Congelados|Pollo y Carnes|-
Nuggets De Pollo Granja Tres Arroyos Rebozado  Bolsa 400 Gr.|GRANJA TRES ARROYOS|240.88|nuggets-de-pollo-granja-tres-arroyos|254560|254560|Congelados|Pollo y Carnes|-
Espinaca Green Life 500 Gr|GREEN LIFE|216.28|espinaca-green-life-500-gr|533473|533473|Congelados|Vegetales|-
Choclo Cuisine&co 500 Gr|CUISINE & CO NBE MP|148.63|choclo-cuisine-co-500-gr|562391|562391|Congelados|Vegetales|-
Hamburguesa Arroz Yamaní Y Ceb.caramel Granja Del Sol 2 U|GRANJA DEL SOL|114.7|hamburguesa-arroz-yamani-y-ceb-caramel-granja-del-sol-2-u|544681|544681|Congelados|Vegetales|-
Arvejas Lucchetti  300 Gr|LUCCHETTI|115.72|arvejas-lucchetti-300-gr|517441|517441|Congelados|Vegetales|-
Choclo Green Life 300 Gr|GREEN LIFE|117.77|choclo-green-life-300-gr|532463|532463|Congelados|Vegetales|-
Chaucha Green Life 300 Gr|GREEN LIFE|118.39|chaucha-green-life-300-gr|532462|532462|Congelados|Vegetales|-
Milanesa De Soja Vegetalex Tradicional + Fibra 340 Gr|VEGETALEX|128.02|milanesa-de-soja-vegetalex-tradicional-fibra-x-340-grs|536924|536924|Congelados|Vegetales|-
Milanesas De Espinaca Granja Del Sol 320 Gr|GRANJA DEL SOL|173.12|milanesas-granja-del-sol-espinaca-x-320-grs|468628|468628|Congelados|Vegetales|-
Milanesas De Soja Granja Del Sol Caseras 8 U|GRANJA DEL SOL|287.92|milanesa-de-soja-granja-del-sol-2|468750|468750|Congelados|Vegetales|-
Cebolla Cuisine&co 250 Gr|CUISINE & CO NBE MP|111.73|cebolla-cuisine-co-250-gr|562403|562403|Congelados|Vegetales|-
Hamburguesa Lentejas Y Arroz Yamaní Granja Del Sol 2 U|GRANJA DEL SOL|114.7|hamburguesa-lentejas-y-arroz-yamani-granja-del-sol-2-u|548406|548406|Congelados|Vegetales|-
Hamburguesa Quinoa Y Espinaca Granja Del Sol 2 U|GRANJA DEL SOL|114.7|hamburguesa-quinoa-y-espinaca-granja-del-sol-2-u|548405|548405|Congelados|Vegetales|-
Mix Primavera Green Life 300 Gr|GREEN LIFE|119.41|mix-primavera-green-life-300-gr|532466|532466|Congelados|Vegetales|-
Arveja Green Life 300 Gr|GREEN LIFE|122.9|arveja-green-life-300-gr|532465|532465|Congelados|Vegetales|-
Hamburguesas Soja Tradicional + Fibra Vegetalex 300 Gr|VEGETALEX|156.72|hamburguesas-soja-vegetalex-trad-fibra-vegetalex-x-300-grs|536928|536928|Congelados|Vegetales|-
Milanesas De Soja Granja Del Sol Caseras 4 U|GRANJA DEL SOL|162.87|milanesa-de-soja-granja-del-sol-5|468753|468753|Congelados|Vegetales|-
Milanesas De Soja Granja Del Sol Espinaca 4 U|GRANJA DEL SOL|173.12|milanesa-de-soja-granja-del-sol-4|468752|468752|Congelados|Vegetales|-
Milanesas De Soja Granja Del Sol Calabaza 4 U|GRANJA DEL SOL|173.12|milanesa-de-soja-granja-del-sol-3|468751|468751|Congelados|Vegetales|-
Medallones De Quinoa Nutree Criolla X 4 Uni|NUTREE|214.9|medallones-de-quinoa-nutree-criolla-x-4-uni|564613|564613|Congelados|Vegetales|-
Medallones De Quinoa Nutree Espinaca X 4 Uni 4|NUTREE|214.9|medallones-de-quinoa-nutree-espinaca-x-4-uni-4|564608|564608|Congelados|Vegetales|-
Medallones De Quinoa Nutree Indian X 4 Uni 400gr|NUTREE|214.9|medallones-de-quinoa-nutree-indian-x-4-uni-400gr|564601|564601|Congelados|Vegetales|-
Medallones De Quinoa Nutree Brocoli X 4 Uni|NUTREE|214.9|medallones-de-quinoa-nutree-brocoli-x-4-uni|564588|564588|Congelados|Vegetales|-
Arveja Cuisine&co 500 Gr|CUISINE & CO NBE MP|152.73|arveja-cuisine-co-500-gr|562352|562352|Congelados|Vegetales|-
Hamburguesa Calabaza Y Garbanzos Granja Del Sol 2 U|GRANJA DEL SOL|114.7|hamburguesa-calabaza-y-garbanzos-granja-del-sol-2-u|548403|548403|Congelados|Vegetales|-
Milanesas Mix De Legumbres Granja Del Sol 330 Gr|GRANJA DEL SOL|173.12|milanesas-mix-de-legumbres-granja-del-sol-330-gr|502065|502065|Congelados|Vegetales|-
Milanesas De 4 Vegetales Granja Del Sol 320 Gr|GRANJA DEL SOL|173.12|milanesas-granja-del-sol-4-vegetales-x-320-grs|468629|468629|Congelados|Vegetales|-
Milanesas De Soja Lucchetti 290 Gr|LUCCHETTI|135.2|milanesas-de-soja-lucchetti-x-4|468747|468747|Congelados|Vegetales|-
Milanesas De Soja Con Espinaca Vegetalex 340 Gr|VEGETALEX|138.27|milanesas-de-soja-con-espinaca-vegetalex-x-340-gr|536921|536921|Congelados|Vegetales|-
Milanesas De Arroz Granja Del Sol 330 Gr|GRANJA DEL SOL|173.12|milanesa-de-arroz-granja-del-sol-x-4-un-330-gr|468728|468728|Congelados|Vegetales|-
Primavera Cuisine&co 500 Gr|CUISINE & CO NBE MP|193.73|primavera-cuisine-co-500-gr|562380|562380|Congelados|Vegetales|-
Milanesas De Soja Loma Verde 300 Gr|VEGETALEX|102.4|milanesas-de-soja-loma-verde-300-gr|542657|542657|Congelados|Vegetales|-
Milanesas De Soja Swift Con Espinaca Y Queso X|SWIFT|167.08|milanesas-de-soja-swift-con-espinaca-y-queso-x|498205|498205|Congelados|Vegetales|-
Milanesas De Soja Swift Jamon Y Queso X 350 Gr|SWIFT|167.08|milanesas-de-soja-swift-jamon-y-queso-x-350-gr|498204|498204|Congelados|Vegetales|-
Milanesas De Soja Swift Clasica 290 Gr|SWIFT|132.23|milanesas-de-soja-swift-clasica-290-gr|522370|522370|Congelados|Vegetales|-
Milanesa De Soja Vegetalex Cebolla + Fibra 340 Gr|VEGETALEX|151.7|milanesa-de-soja-vegetalex-cebolla-fibra-x-340-grs|536929|536929|Congelados|Vegetales|-
Patitas Jamón Y Queso Granja Del Sol 400 Gr|GRANJA DEL SOL|264.35|patitas-granja-del-sol|468717|468717|Congelados|Vegetales|-
Medallones De Quinoa Nutree Lentil X 4 Uni|NUTREE|214.9|medallones-de-quinoa-nutree-lentil-x-4-uni|564051|564051|Congelados|Vegetales|-
Milanesa De Soja Vegetalex Sin Sal + Fibra 340 Gr|VEGETALEX|134.9|milanesa-de-soja-vegetalex-sin-sal-fibra-x-340-grs|536926|536926|Congelados|Vegetales|-
Milanesa De Soja Vegetalex Jamón + Fibra 340 Gr|VEGETALEX|151.7|milanesa-de-soja-vegetalex-jamon-fibra-x-340-grs|536925|536925|Congelados|Vegetales|-
Milanesas De Soja Swift Con Tomate Y Queso X 3|SWIFT|167.08|milanesas-de-soja-swift-con-tomate-y-queso-x-3|522371|522371|Congelados|Vegetales|-
Acelga Green Life 500 Gr|GREEN LIFE|189.52|acelga-green-life-500-gr|532700|532700|Congelados|Vegetales|-
Pan Flautita 1u|FRESH MP|15.9|flautita-p|478071|478071|Panadería y Repostería|Panadería|Panadería
Criollitos.|LA PANADERIA|45.0|criollitos-4|585859|585859|Panadería y Repostería|Panadería|Panadería
Ciabatta|FRESH MP|35.0|ciabatta-3|504589|504589|Panadería y Repostería|Panadería|Panadería
Baguette Rústica 1u|FRESH MP|75.0|baguette-rustica-1u|501307|501307|Panadería y Repostería|Panadería|Panadería
Pre-pizza De Tomate 1u|LA PANADERIA|75.0|prepizza-x-1-un-3|423818|423818|Panadería y Repostería|Panadería|Panadería
Baguette Artesanal 1u|LA PANADERIA|49.0|baguette-artesanal|423862|423862|Panadería y Repostería|Panadería|Panadería
Baguette Rústica. 1u|LA PANADERIA|46.0|pan-baguette-2|423846|423846|Panadería y Repostería|Panadería|Panadería
Pan Rallado Blanco Por Kg|SIN MARCA|145.0|pan-rallado-blanco-por-kg|423722|423722|Panadería y Repostería|Panadería|Panadería
Baguette De Salvado|LA PANADERIA|49.0|baguette-de-salvado-elab-local|528363|528363|Panadería y Repostería|Panadería|Panadería
Mini-bizcochos Oliva & Parmesano|LA PANADERIA|89.0|mini-bizcochos-oliva-parmesano|501700|501700|Panadería y Repostería|Panadería|Panadería
Rustichella Tipo Pugliese|LA PANADERIA|249.0|rustichella-tipo-pugliese|503045|503045|Panadería y Repostería|Panadería|Panadería
Pre-pizza De Cebolla 1 U|LA PANADERIA|99.0|prepizza-p-2|539600|539600|Panadería y Repostería|Panadería|Panadería
Focaccia (p)-cebolla-paq-un.-1|LA PANADERIA|139.9|focaccia-p-8|423894|423894|Panadería y Repostería|Panadería|Panadería
Pan De Queso Por Kg|LA PANADERIA|389.9|pan-de-queso|423867|423867|Panadería y Repostería|Panadería|Panadería
Pan Bavaria (p)-sapore-s/e-gr.-500|LA PANADERIA|319.0|pan-aleman-bavaria|423826|423826|Panadería y Repostería|Panadería|Panadería
Cuernitos De Grasa Por Kg|LA PANADERIA|269.9|cuernitos-p|423762|423762|Panadería y Repostería|Panadería|Panadería
Mini-bizcochos Lino & Chia|FRESH MP|89.0|mini-bizcochos-lino-chia|501701|501701|Panadería y Repostería|Panadería|Panadería
Mini-bizcochos Originales|LA PANADERIA|89.0|mini-bizcochos-originales|501698|501698|Panadería y Repostería|Panadería|Panadería
Pan Estrella|SIN MARCA|209.0|pan-estrella|503044|503044|Panadería y Repostería|Panadería|Panadería
Mini Ciriola Toscana|LA PANADERIA|89.0|mini-ciriola-toscana|503043|503043|Panadería y Repostería|Panadería|Panadería
Ciriola Zepellin Cebolla Y Queso|SIN MARCA|209.0|ciriola-zepellin-cebolla-y-queso|503042|503042|Panadería y Repostería|Panadería|Panadería
Chipa C|LA PANADERIA|15.0|chipa-c|489977|489977|Panadería y Repostería|Panadería|Panadería
Pan 7 Semillas Por Kg|JUMBO ARTESANAL MP|157.0|pan-7-semillas-por-kg|470085|470085|Panadería y Repostería|Panadería|Panadería
