nombre|marca|precio|link|imagen|departamento|categoria|subcategoria
Hamburguesas Good Mark De Carne Finitas 2 U- 120 Gr|GOOD MARK|96.5|hamburguesas-good-mark-de-carne-finitas-2-u-120-gr|179232|Congelados|Hamburguesas y Milanesas|-
Medallón De Carne Doble Swift 2 U - 112 Gr|SWIFT|48.3|medallon-de-carne-doble-swift-2-u-112-gr|582170|Congelados|Hamburguesas y Milanesas|-
Helado Not Ice Cream Chocolate Con Chips 316 Gr|THE NOT CO|325.0|helado-not-ice-cream-chocolate-con-chips-316-gr|577972|Congelados|Helados y Postres|Helados
Helado Not Ice Cream Strawberry & Cream 316 Gr|THE NOT CO|325.0|helado-not-ice-cream-strawberry-cream-316-gr|577971|Congelados|Helados y Postres|Helados
Helado Freddo Cookies/cream Pote 90 Gr|FREDDO|169.0|helado-freddo-cookies-cream-pote-90-gr|562544|Congelados|Helados y Postres|Helados
Bombones Crema Americana Freddo Pote 180 Gr|FREDDO|350.0|bombones-crema-americana-freddo-pote-180-gr|562533|Congelados|Helados y Postres|Helados
Helado Dulce De Leche Freddo Pote 375 Gr|FREDDO|349.0|helado-dulce-de-leche-freddo-pote-375-gr|562532|Congelados|Helados y Postres|Helados
Helado Chocolate Doble Freddo Pote 375 Gr|FREDDO|349.0|helado-chocolate-doble-freddo-pote-375-gr|562526|Congelados|Helados y Postres|Helados
Helado Dulce De Leche Tentasion Freddo Pote 375 Gr|FREDDO|349.0|helado-dulce-de-leche-tentasion-freddo-pote-375-gr|562525|Congelados|Helados y Postres|Helados
Helado Haulani De Frutilla A Base De Leche De Coco 500 Ml|Haulani|270.0|helado-haulani-de-frutilla-a-base-de-leche-de-coco-500-ml|562486|Congelados|Helados y Postres|Helados
Helado Frigor Nesquik Mulipack 204 Gr 6 U|FRIGOR|319.9|helado-frigor-nesquik-mulipack-204-gr-6-u|208442|Congelados|Helados y Postres|Helados
Bocaditos Helado Chomp Edición Limitada 180 Gr|FRIGOR|319.0|bocaditos-helados-chomp-frigor-pote-4|204413|Congelados|Helados y Postres|Helados
Helado Popsy Tutti Frutti Y Naranja 10 U 450 Gr|FRIGOR|300.0|helado-popsy-tutti-frutti-y-naranja-10-u-450-gr|200089|Congelados|Helados y Postres|Helados
Helado Torpedo Frutilla 5 U 315 Gr|FRIGOR|319.9|helado-torpedo-frutilla-5-u-315-gr|516230|Congelados|Helados y Postres|Helados
Helado De Americana Frigor Pote 500 Gr|FRIGOR|299.0|helado-de-americana-frigor-pote-500-gr|584954|Congelados|Helados y Postres|Helados
Paleta Haulani Frambuesa Y Pomelo 240 Gr - 3 U X 80 Gr|Haulani|290.0|paleta-haulani-frambuesa-y-pomelo-240-gr-3-u-x-80-gr|579492|Congelados|Helados y Postres|Helados
Helado Haulani De Caffe Late A Base De Leche D|Haulani|290.0|helado-haulani-de-caffe-late-a-base-de-leche-d|578128|Congelados|Helados y Postres|Helados
Helado Haulani De Matcha Y Vainilla A Base De|Haulani|290.0|helado-haulani-de-matcha-y-vainilla-a-base-de|578126|Congelados|Helados y Postres|Helados
Bombones Dulce De Leche Freddo Pote 180 Gr|FREDDO|350.0|bombones-dulce-de-leche-freddo-pote-180-gr|562534|Congelados|Helados y Postres|Helados
Helado Fruilla A La Crema Freddo Pote 90 Gr|FREDDO|169.0|helado-fruilla-a-la-crema-freddo-pote-90-gr|562529|Congelados|Helados y Postres|Helados
Helado Chocolate Doble Freddo Pote 90 Gr|FREDDO|169.0|helado-chocolate-doble-freddo-pote-90-gr|562528|Congelados|Helados y Postres|Helados
Helado Haulani De Maracuyá A Base De Leche De Coco 500 Ml|Haulani|270.0|helado-haulani-de-maracuya-a-base-de-leche-de-coco-500-ml|578122|Congelados|Helados y Postres|Helados
Helado Haagen Dazs Strawberries & Cream 80 Ml|HAAGEN DAZS|275.0|helado-haagen-dazs-strawberries-cream-80-ml|520015|Congelados|Helados y Postres|Helados
Helado Palito  Cindor X 6u      600 Grs|ARCOR|214.9|helado-palito-cindor-x-6u-600-grs|522361|Congelados|Helados y Postres|Helados
Helado Haagen Dazs Belgian Chocolate  X 500 Cc|HAAGEN DAZS|775.0|helado-haagen-dazs-pote-4|519419|Congelados|Helados y Postres|Helados
Helado Sei Tú Bombón Escoces Blanco Nevado 600 Gr|Sei Tu|329.9|helado-sei-tu-bombon-escoces-blanco-nevado-x-8-u-x-600-grs|208082|Congelados|Helados y Postres|Helados
Bocaditos Helado Chomp Edición Limitada 180 Gr|FRIGOR|319.0|bocaditos-helados-chomp-frigor-pote-2|203777|Congelados|Helados y Postres|Helados
Bocaditos Helado Chomp Almendrado 180 Gr|FRIGOR|319.0|bocaditos-helados-chomp-frigor-pote|203771|Congelados|Helados y Postres|Helados
Helado Frigor Balde Dulce De Leche, Americana Y Chocolate 1 Kg|FRIGOR|385.0|helado-frigor-balde-ddl-americana-chocolate-x-1kg|182229|Congelados|Helados y Postres|Helados
Helado Frigor Balde Dulce De Leche, Frutilla Y Chocolate 1 Kg|FRIGOR|389.9|helado-frigor-dulce-de-leche-frutilla-chocolate-balde-x1-kg|182228|Congelados|Helados y Postres|Helados
Helado Fruilla A La Crema Freddo Pote 375 Gr|FREDDO|349.0|helado-fruilla-a-la-crema-freddo-pote-375-gr|562531|Congelados|Helados y Postres|Helados
Helado Banana Split Freddo Pote 375 Gr|FREDDO|349.0|helado-banana-split-freddo-pote-375-gr|562530|Congelados|Helados y Postres|Helados
Helado Haulani De Coco Base De Leche De Coco 500 Ml|Haulani|270.0|helado-haulani-de-coco-base-de-leche-de-coco-500-ml|578125|Congelados|Helados y Postres|Helados
Crema Helada Oreo 95 Gr|FRIGOR|99.9|crema-helada-oreo-tacita-x-95-grs|421856|Congelados|Helados y Postres|Helados
Helado Sei Tú Carita Chocolate Vainilla 390 Gr|Sei Tu|279.9|helados-sei-tu-carita-choc-vainilla-x-6|593146|Congelados|Helados y Postres|Helados
Helado Sei Tú Palito Bombón 390 Gr|Sei Tu|279.9|helado-sei-tu-palito-bombon-x6u|593112|Congelados|Helados y Postres|Helados
Helado Vegano Choco - Vaini X 400g|Sei Tu|375.0|helado-vegano-choco-vaini-x-400g|593313|Congelados|Helados y Postres|Helados
Helado De Limón Frigor Pote 500 Gr|FRIGOR|299.0|helado-de-limon-frigor-pote-500-gr|584949|Congelados|Helados y Postres|Helados
Paleta Haulani Anana Y Jengibre 240 Gr - 3 U X 80 Gr|Haulani|290.0|paleta-haulani-anana-y-jengibre-240-gr-3-u-x-80-gr-2|579491|Congelados|Helados y Postres|Helados
Paleta Haulani Anana Y Jengibre 240 Gr - 3 U X 80 Gr|Haulani|290.0|paleta-haulani-anana-y-jengibre-240-gr-3-u-x-80-gr|579490|Congelados|Helados y Postres|Helados
Helado Haulani De Banana Y Peanut Butter A Bas|Haulani|290.0|helado-haulani-de-banana-y-peanut-butter-a-bas|564038|Congelados|Helados y Postres|Helados
Helado Freddo Dulce De Leche Pote 90 Gr|FREDDO|169.0|helado-freddo-dulce-de-leche-pote-90-gr|562527|Congelados|Helados y Postres|Helados
Pote Frutilla Y Granizado 500gr C&co|CUISINE & CO NBE MP|295.0|pote-frutilla-y-granizado-500gr-c-co|558130|Congelados|Helados y Postres|Helados
Helado Mega|FRIGOR|139.9|helado-mega-2|554863|Congelados|Helados y Postres|Helados
Helado Oreo|OREO|140.0|helado-oreo|554862|Congelados|Helados y Postres|Helados
Helado Mega|FRIGOR|139.9|helado-mega|554858|Congelados|Helados y Postres|Helados
Helado Torpedo|FRIGOR|63.0|helado-torpedo-2|512916|Congelados|Helados y Postres|Helados
Helado Torpedo|FRIGOR|63.0|helado-torpedo|490148|Congelados|Helados y Postres|Helados
Helado Pote Sin Parar Americana Y Frutilla 90 Gr|FRIGOR|99.9|helado-pote-sin-parar-helfrut-crm-x90g|471645|Congelados|Helados y Postres|Helados
Helado Pote Sin Parar Chocolate Y Dulce De Leche 90 Gr|FRIGOR|99.9|helado-pote-sin-parar-helchoc-ddlec-90g|471643|Congelados|Helados y Postres|Helados
Helado Poste Sin Parar Dulce De Leche Y Crema Americana|FRIGOR|99.9|helado-poste-sin-parar-dulce-de-leche-y-crema-americana|471642|Congelados|Helados y Postres|Helados
Palito Light Dr.cormillot Frut/vai 6u 300 Gr|Sei Tu|329.9|palito-light-dr-cormillot-frut-vai-6u-300-gr|487529|Congelados|Helados y Postres|Helados
Yogur Helado Griego Karinat Pote 120 Gr|KARINAT|157.9|yogur-helado-griego-karinat-pote-120-gr|570087|Congelados|Helados y Postres|Postres
Yogur Helado Karinat - F Del Bosque X 320 Gr|KARINAT|276.9|yogur-helado-karinat-f-del-bosque-x-320-gr|489705|Congelados|Helados y Postres|Postres
Postre Helado Sei Tú Bombon Escoces 600 Gr|Sei Tu|369.9|postre-helado-sei-tu-bombon-escoces-x8u|199779|Congelados|Helados y Postres|Postres
Yogurt Helado Maracuyá Karinat 120 Gr|KARINAT|157.9|yogur-helado-maracuya-karinat-x-120g|489673|Congelados|Helados y Postres|Postres
Barritas De Helado Jumbo Sabor Dulce De Leche|JUMBO MP|391.09|barritas-de-helado-jumbo-sabor-dulce-de-leche|522382|Congelados|Helados y Postres|Postres
Barritas De Helado Jumbo Sabor Crema Americana|JUMBO MP|391.09|barritas-de-helado-jumbo-sabor-crema-americana|522380|Congelados|Helados y Postres|Postres
Yogur Helado Karinat - Maracuyá X 320 Gr|KARINAT|276.9|yogur-helado-karinat-maracuya-x-320-gr|489706|Congelados|Helados y Postres|Postres
Yogur Helado Karinat Arandano 120 Gr|KARINAT|157.9|yogur-helado-karinat-arandano-x-120grs|462952|Congelados|Helados y Postres|Postres
Yogurt Helado Dulce De Leche Karinat 120 Gr|KARINAT|157.9|yogur-helado-dulce-de-leche-karinat-x-120g|489674|Congelados|Helados y Postres|Postres
Yogurt Helado Frutos Del Bosque Karinat 120 Gr|KARINAT|157.9|yogur-helado-frutos-del-bosque-karinat-x-120g|489672|Congelados|Helados y Postres|Postres
Postre Helado Karinat 120 Gr|KARINAT|157.9|yogur-helado-chocolate-y-quinoa-karinat-x-120-gr|489680|Congelados|Helados y Postres|Postres
Postre Helado Frigor 600 Gr|FRIGOR|459.0|postre-helado-almendrado-crocante-frigor-x-600-grs|203341|Congelados|Helados y Postres|Postres
Alfajor Helado Sei Tú Blanco 750 Gr|Sei Tu|329.9|alfajor-helado-sei-tu-blanco-x8u|593117|Congelados|Helados y Postres|Postres
Postre Frigor Ddl  Crema   X  535gr|FRIGOR|459.0|postre-frigor-ddl-crema-x-535gr|557160|Congelados|Helados y Postres|Postres
Barritas De Helado Jumbo Sabor Banana Split|JUMBO MP|391.09|barritas-de-helado-jumbo-sabor-banana-split|522383|Congelados|Helados y Postres|Postres
Postre Helado Karinat 120 Gr|KARINAT|157.9|yogur-helado-choconut-karinat-x-120-gr|204889|Congelados|Helados y Postres|Postres
Postre Helado Sei Tú Seibom Dolce Premium 650 Gr|Sei Tu|369.9|postre-helado-sei-tu-seibom-dolce-premium|593118|Congelados|Helados y Postres|Postres
Alfajor Helado Sei Tú 750 Gr|Sei Tu|329.9|alfajor-helado-sei-tu-x8u|593115|Congelados|Helados y Postres|Postres
Yogurt Helado Frutilla Karinat 120 Gr|KARINAT|157.9|yogur-helado-frutilla-karinat-x-120g|489671|Congelados|Helados y Postres|Postres
Papas Horneables  Mc Cain  X 600 Gr|MC CAIN|172.6|papas-horneables-mc-cain-x-600-gr|583569|Congelados|Papas|-
Mc Cain Emoticons 600 Gr|MC CAIN|264.0|mc-cain-emoticons-600-gr|583567|Congelados|Papas|-
Mc Cain - Papas Fritas Corte Tradicional X 400 Gr|MC CAIN|109.9|mc-cain-papas-fritas-corte-tradicional-x-400-gr|583542|Congelados|Papas|-
Papas Mccain Noisette 500 Gr|MC CAIN|202.0|papas-mc-cain-x-500-gr|583511|Congelados|Papas|-
Papas Mccain Tradicional 720 Gr|MC CAIN|174.0|papas-mc-cain-x-720-gr|583489|Congelados|Papas|-
Papas Rústicas Simplot 700 Gr|SIMPLOT|179.0|papas-rusticas-simplot-700-gr|567795|Congelados|Papas|-
Papa Baston Simplot Corte Tradicional 1100 Gr|SIMPLOT|212.0|papa-baston-simplot-corte-tradicional-1100-gr|532567|Congelados|Papas|-
Papas Mc Cain Horneables 1 Kg|MC CAIN|231.0|papas-mc-cain-horneables-1-kg|583521|Congelados|Papas|-
Croquetas Granja Del Sol Espinaca 400 Gr|GRANJA DEL SOL|205.9|croquetas-granja-del-sol-4|468620|Congelados|Papas|-
Croquetas Granja Del Sol 400 Gr|GRANJA DEL SOL|205.9|croquetas-granja-del-sol-3|468619|Congelados|Papas|-
Papas Mccain Congeladas Tradicional 1,5 Kg|MC CAIN|334.9|papas-mccain-congeladas-x-1-5-kg|583512|Congelados|Papas|-
Papas Mccain Congeladas Smiles 600 Gr|MC CAIN|240.0|papas-mccain-congeladas-x-600-gr|583500|Congelados|Papas|-
Croquetitas Noisette Mccain 1 Kg|MC CAIN|359.0|croquetitas-mc-cain|583493|Congelados|Papas|-
Papas Simplot Extra Crunch Corte Fino 700 Gr|SIMPLOT|205.0|papas-simplot-extra-crunch-corte-fino-700-gr|589068|Congelados|Papas|-
Papas Simplot Extra Crunch Corte Tradicional 700 Gr|SIMPLOT|197.0|papas-simplot-extra-crunch-corte-tradicional-700-gr|577255|Congelados|Papas|-
Papa Baston Simplot Corte Tradicional 700 Gr|SIMPLOT|148.0|papa-baston-simplot-corte-tradicional-700-gr|532568|Congelados|Papas|-
Papas Prefritas Supercongeladas Swift 400 Gr|SWIFT|79.9|papas-prefritas-supercongeladas-swift-400-gr|517437|Congelados|Papas|-
Onion Rings- Aros De Cebolla Simplot 1.1 Kg|SIMPLOT|509.0|onion-rings-aros-de-cebolla-simplot-1-1-kg|521863|Congelados|Papas|-
Papas Bastón Mccain Estilo Casero 1 Kg|MC CAIN|255.0|papas-baston-mc-cain-estilo-casero-x-1kg|583529|Congelados|Papas|-
Papas Mccain Estilo Casero 720 Gr|MC CAIN|193.0|papas-mc-cain-estilo-casero-x-720-gr|583522|Congelados|Papas|-
Papas Mccain Rústicas 720 Gr|MC CAIN|213.0|papas-mc-cain-rusticas-720-grs|583508|Congelados|Papas|-
Papas Simplot Corte Chips 700 Gr|SIMPLOT|198.0|papas-simplot-corte-chips-700-gr|589069|Congelados|Papas|-
Papas Mccain Al Horno 720 Gr|MC CAIN|213.0|papas-mc-cain-al-horno-720grs|189296|Congelados|Papas|-
Papas Noisettes Mccain Finas Hierbas 1 Kg|MC CAIN|413.0|papas-noisettes-mccain-finas-hierbas-x-1000-gr|177971|Congelados|Papas|-
Papas Noisettes Mccain Finas Hierbas 500 Gr|MC CAIN|231.0|papas-noisettes-mccain-finas-hierbas-x-500-gr|177967|Congelados|Papas|-
Papas Noisettes Mccain Jamón Y Queso 500 Gr|MC CAIN|231.0|papas-noisettes-mccain-jamon-queso-x-500-gr|177966|Congelados|Papas|-
Papas Simplot Steakhouse 700 Gr|SIMPLOT|197.0|papas-simplot-steakhouse-700-gr|577254|Congelados|Papas|-
Papas Mccain Golden Long 1 Kg|MC CAIN|255.0|papas-mc-cain-2|583502|Congelados|Papas|-
Papas Noisettes Mccain Jamón Y Queso 1 Kg|MC CAIN|413.0|papas-mc-cain-papas-noisettes-mccain-jamon-queso-x-1000-gr|177970|Congelados|Papas|-
Medallones Artico De Merluza 400 Gr|ARTICO|139.9|medallones-artico-de-merluza-400-gr|534850|Congelados|Pescados y Mariscos|-
Milanesa Artico De Merluza 500 Gr|ARTICO|399.9|milanesa-artico-de-merluza-500-gr|534837|Congelados|Pescados y Mariscos|-
Milanesas De Merluza  Rebozadas 500 Gr C&co|CUISINE & CO READY MP|439.0|milanesas-de-merluza-rebozadas-500-gr-c-co|578211|Congelados|Pescados y Mariscos|-
Supremitas De Pollo Granja Del Sol X 480g|GRANJA DEL SOL|320.9|supremitas-de-pollo-granja-del-sol-x-480g|491634|Congelados|Pollo y Carnes|-
Nuggets Granja Del Sol 900 Gr|GRANJA DEL SOL|529.9|nuggets-de-pollo-granja-del-sol-x-900-grs|468650|Congelados|Pollo y Carnes|-
Nuggets Granja Del Sol 300 Gr|GRANJA DEL SOL|189.9|nuggets-de-pollo-granja-del-sol-x-300-grs|468649|Congelados|Pollo y Carnes|-
Supremas De Pollo Granja Del Sol Congeladas 360 Gr|GRANJA DEL SOL|259.9|supremas-granja-del-sol-congeladas-x-4|468725|Congelados|Pollo y Carnes|-
Patitas De Pollo  Granja Del Sol 1,1 Kg|GRANJA DEL SOL|614.9|patitas-de-pollo-granja-del-sol-x-1-100kg|468632|Congelados|Pollo y Carnes|-
Medallones De Pollo Granja Del Sol 330 Gr|GRANJA DEL SOL|198.9|medallones-de-pollo-granja-del-sol|468754|Congelados|Pollo y Carnes|-
Supremas Granja Del Sol De Espinaca Y Queso 400 Gr|GRANJA DEL SOL|310.9|supremas-granja-del-sol-de-espinaca-y-queso-x4|468726|Congelados|Pollo y Carnes|-
Patitas De Pollo Granja Del Sol 400 Gr|GRANJA DEL SOL|252.9|patitas-de-pollo-granja-del-sol|468715|Congelados|Pollo y Carnes|-
Bocaditos Swift De Carne 380 Gr|SWIFT|150.0|bocaditos-swift-de-carne|340119|Congelados|Pollo y Carnes|-
Bocaditos Swift De Pollo 380 Gr|SWIFT|150.0|bocaditos-swift-de-pollo|340118|Congelados|Pollo y Carnes|-
3 Minutos De Pollo Lucchetti 240 Gr|LUCHETTI|159.9|3-minutos-de-pollo-lucchetti-240-gr|3|Congelados|Pollo y Carnes|-
Medallones De Pollo Lucchetti 280 Gr|LUCHETTI|153.9|medallones-de-pollo-lucchetti-280-gr|544683|Congelados|Pollo y Carnes|-
Bolitas De Pollo Rebozadas Prefritas Congeladas 300 Gr|GRANJA TRES ARROYOS|125.0|bolitas-de-pollo-rebozadas-prefritas-congeladas-300-gr|535105|Congelados|Pollo y Carnes|-
Medallones De Pollo Swift 320 Gr|SWIFT|153.5|medallones-de-pollo-swift-x-320grs|471632|Congelados|Pollo y Carnes|-
Bocaditos De Pollo Jumbo 800 Gr|JUMBO MP|369.0|bocaditos-de-pollo-jumbo-x800gr|446632|Congelados|Pollo y Carnes|-
Medallón De Pollo Granja Tres Arroyos 450 Gr|GRANJA TRES ARROYOS|245.0|medallon-de-pollo-granja-tres-arroyos|254424|Congelados|Pollo y Carnes|-
Bocaditos De Pollo Jumbo 400 Gr|JUMBO MP|195.0|bocaditos-de-pollo-jumbo-x-400gr|428891|Congelados|Pollo y Carnes|-
Bocaditos Swift De Carne 760 Gr|SWIFT|505.9|bocaditos-de-carne-swift-x-760-grs|340360|Congelados|Pollo y Carnes|-
Bocaditos Swift De Pollo 760 Gr|SWIFT|505.9|bocaditos-de-pollo-swift-760g|340355|Congelados|Pollo y Carnes|-
Bocaditos De Pollo Granja Tres Arroyos Rebozado  Bolsa 800 Gr.|GRANJA TRES ARROYOS|406.0|bocaditos-de-pollo-granja-tres-arroyos-350852|370423|Congelados|Pollo y Carnes|-
Pochoclo De Pollo Granja Tres Arroyos Rebozado  Bsa 400 Gr.|GRANJA TRES ARROYOS|235.0|pochoclo-de-pollo-granja-tres-arroyos|254569|Congelados|Pollo y Carnes|-
Nuggets De Pollo Granja Tres Arroyos Rebozado  Bolsa 400 Gr.|GRANJA TRES ARROYOS|235.0|nuggets-de-pollo-granja-tres-arroyos|254560|Congelados|Pollo y Carnes|-
Suprema De Pollo Granja Tres Arroyos Rebozado Bolsa 540 Gr.|GRANJA TRES ARROYOS|350.0|suprema-d-pollo-granja-tres-arroyos|254463|Congelados|Pollo y Carnes|-
Espinaca Green Life 500 Gr|GREEN LIFE|211.0|espinaca-green-life-500-gr|533473|Congelados|Vegetales|-
Hamburguesa Arroz Yamaní Y Ceb.caramel Granja Del Sol 2 U|GRANJA DEL SOL|111.9|hamburguesa-arroz-yamani-y-ceb-caramel-granja-del-sol-2-u|544681|Congelados|Vegetales|-
Acelga Green Life 500 Gr|GREEN LIFE|184.9|acelga-green-life-500-gr|532700|Congelados|Vegetales|-
Arvejas Lucchetti  300 Gr|LUCCHETTI|112.9|arvejas-lucchetti-300-gr|517441|Congelados|Vegetales|-
Choclo Green Life 300 Gr|GREEN LIFE|114.9|choclo-green-life-300-gr|532463|Congelados|Vegetales|-
Chaucha Green Life 300 Gr|GREEN LIFE|115.5|chaucha-green-life-300-gr|532462|Congelados|Vegetales|-
Milanesa De Soja Vegetalex Tradicional + Fibra 340 Gr|VEGETALEX|124.9|milanesa-de-soja-vegetalex-tradicional-fibra-x-340-grs|536924|Congelados|Vegetales|-
Milanesas De Espinaca Granja Del Sol 320 Gr|GRANJA DEL SOL|168.9|milanesas-granja-del-sol-espinaca-x-320-grs|468628|Congelados|Vegetales|-
Milanesas De Soja Granja Del Sol Caseras 8 U|GRANJA DEL SOL|280.9|milanesa-de-soja-granja-del-sol-2|468750|Congelados|Vegetales|-
Medallones De Quinoa Nutree Brocoli X 4 Uni|NUTREE|214.9|medallones-de-quinoa-nutree-brocoli-x-4-uni|564588|Congelados|Vegetales|-
Cebolla Cuisine&co 250 Gr|CUISINE & CO NBE MP|109.0|cebolla-cuisine-co-250-gr|562403|Congelados|Vegetales|-
Choclo Cuisine&co 500 Gr|CUISINE & CO NBE MP|145.0|choclo-cuisine-co-500-gr|562391|Congelados|Vegetales|-
Hamburguesa Lentejas Y Arroz Yamaní Granja Del Sol 2 U|GRANJA DEL SOL|111.9|hamburguesa-lentejas-y-arroz-yamani-granja-del-sol-2-u|548406|Congelados|Vegetales|-
Hamburguesa Quinoa Y Espinaca Granja Del Sol 2 U|GRANJA DEL SOL|111.9|hamburguesa-quinoa-y-espinaca-granja-del-sol-2-u|548405|Congelados|Vegetales|-
Mix Primavera Green Life 300 Gr|GREEN LIFE|116.5|mix-primavera-green-life-300-gr|532466|Congelados|Vegetales|-
Arveja Green Life 300 Gr|GREEN LIFE|119.9|arveja-green-life-300-gr|532465|Congelados|Vegetales|-
Milanesas De 4 Vegetales Granja Del Sol 320 Gr|GRANJA DEL SOL|168.9|milanesas-granja-del-sol-4-vegetales-x-320-grs|468629|Congelados|Vegetales|-
Milanesas De Soja Granja Del Sol Caseras 4 U|GRANJA DEL SOL|158.9|milanesa-de-soja-granja-del-sol-5|468753|Congelados|Vegetales|-
Milanesas De Soja Granja Del Sol Espinaca 4 U|GRANJA DEL SOL|168.9|milanesa-de-soja-granja-del-sol-4|468752|Congelados|Vegetales|-
Medallones De Quinoa Nutree Criolla X 4 Uni|NUTREE|214.9|medallones-de-quinoa-nutree-criolla-x-4-uni|564613|Congelados|Vegetales|-
Medallones De Quinoa Nutree Espinaca X 4 Uni 4|NUTREE|214.9|medallones-de-quinoa-nutree-espinaca-x-4-uni-4|564608|Congelados|Vegetales|-
Medallones De Quinoa Nutree Indian X 4 Uni 400gr|NUTREE|214.9|medallones-de-quinoa-nutree-indian-x-4-uni-400gr|564601|Congelados|Vegetales|-
Arveja Cuisine&co 500 Gr|CUISINE & CO NBE MP|149.0|arveja-cuisine-co-500-gr|562352|Congelados|Vegetales|-
Hamburguesa Calabaza Y Garbanzos Granja Del Sol 2 U|GRANJA DEL SOL|111.9|hamburguesa-calabaza-y-garbanzos-granja-del-sol-2-u|548403|Congelados|Vegetales|-
Primavera Lucchetti 350 Gr|LUCCHETTI|123.9|primavera-lucchetti-350-gr|517445|Congelados|Vegetales|-
Milanesas Mix De Legumbres Granja Del Sol 330 Gr|GRANJA DEL SOL|168.9|milanesas-mix-de-legumbres-granja-del-sol-330-gr|502065|Congelados|Vegetales|-
Hamburguesas Soja Tradicional + Fibra Vegetalex 300 Gr|VEGETALEX|152.9|hamburguesas-soja-vegetalex-trad-fibra-vegetalex-x-300-grs|536928|Congelados|Vegetales|-
Milanesas De Soja Granja Del Sol Calabaza 4 U|GRANJA DEL SOL|168.9|milanesa-de-soja-granja-del-sol-3|468751|Congelados|Vegetales|-
Milanesas De Soja Lucchetti 290 Gr|LUCCHETTI|131.9|milanesas-de-soja-lucchetti-x-4|468747|Congelados|Vegetales|-
Milanesas De Soja Con Espinaca Vegetalex 340 Gr|VEGETALEX|134.9|milanesas-de-soja-con-espinaca-vegetalex-x-340-gr|536921|Congelados|Vegetales|-
Milanesas De Arroz Granja Del Sol 330 Gr|GRANJA DEL SOL|168.9|milanesa-de-arroz-granja-del-sol-x-4-un-330-gr|468728|Congelados|Vegetales|-
Primavera Cuisine&co 500 Gr|CUISINE & CO NBE MP|189.0|primavera-cuisine-co-500-gr|562380|Congelados|Vegetales|-
Milanesas De Soja Swift Con Espinaca Y Queso X|SWIFT|163.0|milanesas-de-soja-swift-con-espinaca-y-queso-x|498205|Congelados|Vegetales|-
Milanesas De Soja Swift Jamon Y Queso X 350 Gr|SWIFT|163.0|milanesas-de-soja-swift-jamon-y-queso-x-350-gr|498204|Congelados|Vegetales|-
Milanesas De Soja Swift Clasica 290 Gr|SWIFT|129.0|milanesas-de-soja-swift-clasica-290-gr|522370|Congelados|Vegetales|-
Milanesa De Soja Vegetalex Cebolla + Fibra 340 Gr|VEGETALEX|148.0|milanesa-de-soja-vegetalex-cebolla-fibra-x-340-grs|536929|Congelados|Vegetales|-
Patitas Jamón Y Queso Granja Del Sol 400 Gr|GRANJA DEL SOL|257.9|patitas-granja-del-sol|468717|Congelados|Vegetales|-
Arvejas Granja Del Sol 300 Gr|GRANJA DEL SOL|137.9|arvejas-granja-del-sol|468712|Congelados|Vegetales|-
Medallones De Quinoa Nutree Lentil X 4 Uni|NUTREE|214.9|medallones-de-quinoa-nutree-lentil-x-4-uni|564051|Congelados|Vegetales|-
Milanesas De Soja Loma Verde 300 Gr|VEGETALEX|99.9|milanesas-de-soja-loma-verde-300-gr|542657|Congelados|Vegetales|-
Milanesa De Soja Vegetalex Sin Sal + Fibra 340 Gr|VEGETALEX|134.9|milanesa-de-soja-vegetalex-sin-sal-fibra-x-340-grs|536926|Congelados|Vegetales|-
Milanesa De Soja Vegetalex Jamón + Fibra 340 Gr|VEGETALEX|148.0|milanesa-de-soja-vegetalex-jamon-fibra-x-340-grs|536925|Congelados|Vegetales|-
Milanesas De Soja Swift Con Tomate Y Queso X 3|SWIFT|163.0|milanesas-de-soja-swift-con-tomate-y-queso-x-3|522371|Congelados|Vegetales|-
Pan Flautita 1u|FRESH MP|14.99|flautita-p|478071|Panadería y Repostería|Panadería|Panadería
Chipa De Queso.|FRESH MP|90.0|chipa-de-queso-2|585860|Panadería y Repostería|Panadería|Panadería
Criollitos.|LA PANADERIA|45.0|criollitos-4|585859|Panadería y Repostería|Panadería|Panadería
Ciabatta|FRESH MP|31.0|ciabatta-3|504589|Panadería y Repostería|Panadería|Panadería
Baguette Rústica. 1u|LA PANADERIA|46.0|pan-baguette-2|423846|Panadería y Repostería|Panadería|Panadería
Pre-pizza De Tomate 1u|LA PANADERIA|73.0|prepizza-x-1-un-3|423818|Panadería y Repostería|Panadería|Panadería
Baguette Rústica 1u|FRESH MP|64.0|baguette-rustica-1u|501307|Panadería y Repostería|Panadería|Panadería
Pan Multigrano X 1 U|SIN MARCA|162.99|pan-multigrano-x-1-u|503024|Panadería y Repostería|Panadería|Panadería
Baguette Artesanal 1u|LA PANADERIA|45.0|baguette-artesanal|423862|Panadería y Repostería|Panadería|Panadería
Pan Rallado Blanco Por Kg|SIN MARCA|145.0|pan-rallado-blanco-por-kg|423722|Panadería y Repostería|Panadería|Panadería
Ciriola Zepellin Cebolla Y Queso|SIN MARCA|195.0|ciriola-zepellin-cebolla-y-queso|503042|Panadería y Repostería|Panadería|Panadería
Pan De Molde Multicereal|JUMBO ARTESANAL MP|149.9|pan-de-molde-multicereal-2|503041|Panadería y Repostería|Panadería|Panadería
