codigo de barras;descripcion;pesos;unidades;utilidad;procentaje;acumulado;tipo
7791293018133 ;LUX JABON T. ENCANTAME 125G.; 38 ; 8 ; 13 ;0,01%;#°REF!;jabon
7790990992067 ;ZORRO JABON P.BIOCRISTAL 800; 79 ; 8 ; 26 ;0,01%;#°REF!;jabon
7790036000336 ;BAGGIO JUGO MANZ.1L; 52 ; 8 ; 14 ;0,01%;#°REF!;jugo
7790036000749 ;JUGO BAGGIO FRESH MAN.DEL.1.5L; 64 ; 8 ; 24 ;0,01%;#°REF!;jugo
7622300658915 ;JUGO P.TANG POM.ROS.20G.; 13 ; 8 ; 4 ;0,01%;#°REF!;jugo
7794710010215 ;LA EDITA DESC LECHE LV X 1 L; 50 ; 8 ; 15 ;0,01%;#°REF!;leche
7790080037388 ;SANCOR LECHE CHOCOLATADAX 1 L; 95 ; 8 ; 25 ;0,01%;#°REF!;leche
7793360674082 ;BC MAYONESA X 1 K; 120 ; 8 ; 34 ;0,01%;#°REF!;mayonesa
7791620001296 ;MAYO.DANI FIESTA SACHET 950G; 119 ; 8 ; 36 ;0,01%;#°REF!;mayonesa
7791866001357 ;NATURA MAYONESA X 1 KG; 122 ; 8 ; 39 ;0,01%;#°REF!;mayonesa
7791866000114 ;NATURA MAYONESA X 332 G; 70 ; 8 ; 21 ;0,01%;#°REF!;mayonesa
7793940376955 ;QUESO LS HEBRAS SOB 150GR MUZ; 101 ; 8 ; 22 ;0,01%;#°REF!;queso
7590002025611 ;HEAD SHOULDERS SHAMP CITRUS FRESH X 200; 121 ; 8 ; 43 ;0,01%;#°REF!;shampoo
7791293011752 ;SEDAL SHAMP COLOR VITAL X 200 CC; 83 ; 8 ; 37 ;0,01%;#°REF!;shampoo
7790480008261 ;GREEN HILLS TE X 50; 87 ; 8 ; 25 ;0,01%;#°REF!;te
7790411000159 ;ROSAMONTE TE X 50 SAQ; 41 ; 8 ; 20 ;0,01%;#°REF!;te
7792710000373 ;AMANDA YERBA DESPALADA X 1 KG; 233 ; 8 ; 63 ;0,01%;#°REF!;yerba
7790787104796 ;ILOLAY YOGUR DESC.C/MUESLEI X 145 G; 33 ; 8 ; 9 ;0,01%;#°REF!;yogur
7501006733990 ;ACE MATIC ROSAS/JAZMIN 3KG.; 332 ; 8 ; 91 ;0,01%;#°REF!;
7791337566026 ;ACTIMEL FRUTI X6; 116 ; 8 ; 17 ;0,01%;#°REF!;
7790150696866 ;AJI TRIT.ALICANTE GATO N. 25G; 19 ; 8 ; 8 ;0,01%;#°REF!;
7790150696330 ;ALICANTE COND TUCOS Y GUIS X 25G; 25 ; 8 ; 10 ;0,01%;#°REF!;
7790150067062 ;ALICANTE SALSA BLANCA X 40 G; 33 ; 8 ; 12 ;0,01%;#°REF!;
7506195147405 ;ALWAYS BASICO C/A T.SUAV X 16; 73 ; 8 ; 25 ;0,01%;#°REF!;
7790895640476 ;AQUARIUS PERA X 1500 CC; 73 ; 8 ; 23 ;0,01%;#°REF!;
7793253096847 ;AYUDIN DESENGRASANTE X 500 G; 32 ; 8 ; 11 ;0,01%;#°REF!;
7793253341374 ;AYUDIN LAV.MAXIMA PRE 250ML.; 18 ; 8 ; 6 ;0,01%;#°REF!;
7790250041696 ;BABYSEC ULTRA XXG X 24; 247 ; 8 ; 64 ;0,01%;#°REF!;
7790036000756 ;BAGGIO LIVIANO NARANJA DURAZNO X 1.5 L; 71 ; 8 ; 22 ;0,01%;#°REF!;
7790520988997 ;BLEM AUTOBRILLO INCOLORO X 450CC; 90 ; 8 ; 31 ;0,01%;#°REF!;
;BOLSA 6.50 PESOS; 56 ; 8 ; 22 ;0,01%;#°REF!;
7794910083590 ;CANALE ENSALADA DE FRUTAS X 820 G; 141 ; 8 ; 18 ;0,01%;#°REF!;
7790710334108 ;CBSE REGULARIS X 500 G; 114 ; 8 ; 34 ;0,01%;#°REF!;
7791004000051 ;CELUSAL ENTREFINA X 1 KG; 41 ; 8 ; 14 ;0,01%;#°REF!;
7791600071417 ;CHESTER ICE X 107 ML; 143 ; 8 ; 53 ;0,01%;#°REF!;
77934000 ;CHICLES BELDENT MENTA FUERT; 16 ; 8 ; 3 ;0,01%;#°REF!;
7791290785311 ;CIF ANTIGRASA X 500 ML REPUESTO; 44 ; 8 ; 17 ;0,01%;#°REF!;
7790070228017 ;COCINERO ALTO REND 1LT; 180 ; 8 ; 64 ;0,01%;#°REF!;
7790036000848 ;COCTEL CLERICO UVITA X 1 L; 43 ; 8 ; 5 ;0,01%;#°REF!;
7790580332617 ;COFLER CHOCOLATE AIR.ALM.60G; 56 ; 8 ; 18 ;0,01%;#°REF!;
7501006710410 ;CRE.DENT.ORAL-B MTA SVE 90; 62 ; 8 ; 33 ;0,01%;#°REF!;
7790040946200 ;CRIOLLITAS MAS GRANDES X 507 G; 77 ; 8 ; 20 ;0,01%;#°REF!;
7791445051827 ;CRUZ DE MALTA MATE COCIDO X 100 SAQ.; 204 ; 8 ; 66 ;0,01%;#°REF!;
7791337127029 ;DANONINO BEBIBLE FRU X 100 G.; 26 ; 8 ; 7 ;0,01%;#°REF!;
78924512 ;DOVE GO FRESH PEPINO R- ON X 50 ML; 113 ; 8 ; 51 ;0,01%;#°REF!;
7790726120061 ;DULCYPAS BIZCOCHOS DULCE 200 G; 24 ; 8 ; 8 ;0,01%;#°REF!;
7791625008016 ;ECO CEPILLO PARA ROPA; 81 ; 8 ; 38 ;0,01%;#°REF!;
7899026469013 ;ELVIVE AC CAIDA RESIST 200ML.; 133 ; 8 ; 57 ;0,01%;#°REF!;
;ESCOBA PAJA GRANDE X 1 UND; 213 ; 8 ; 66 ;0,01%;#°REF!;
7791130018104 ;ESPADOL COOL JAB 2X90G; 90 ; 8 ; 33 ;0,01%;#°REF!;
7791130018005 ;ESPADOL JAB COOL X 90G; 40 ; 8 ; 15 ;0,01%;#°REF!;
7790314056598 ;ESTANCIA DE MENDOZA CAB - MAL X 700CC; 131 ; 8 ; 37 ;0,01%;#°REF!;
7791625000256 ;EXTRALIMP BROCHES DE MADERA X 12; 50 ; 8 ; 30 ;0,01%;#°REF!;
7790590004191 ;FOSFOROS FAMILIAR X 220 UNID; 19 ; 8 ; 8 ;0,01%;#°REF!;
7790520007810 ;FUYI MATA MOSCAS X 400 CM3; 78 ; 8 ; 35 ;0,01%;#°REF!;
7790040936003 ;GALL.OPERA TRIPLE WAFER 75G; 32 ; 8 ; 9 ;0,01%;#°REF!;
7792170042234 ;GATORADE BERRY X 500 CC; 84 ; 8 ; 23 ;0,01%;#°REF!;
7792170042265 ;GATORADE GREEN MANGO X 500 CC; 82 ; 8 ; 22 ;0,01%;#°REF!;
;GLADE MA√êANA DE CPO X 360 CM; 65 ; 8 ; 21 ;0,01%;#°REF!;
7790520986429 ;GLOCOT ROJO X 450 CC; 87 ; 8 ; 27 ;0,01%;#°REF!;
7790580236519 ;GODET BIZCOCHUELO MARMOLADO X 500 G; 69 ; 8 ; 20 ;0,01%;#°REF!;
7790580174705 ;GODET POSTRE CHOCOLATE X 140 G; 33 ; 8 ; 9 ;0,01%;#°REF!;
7790020001608 ;GRANJA DEL SOL SUPREMA POLLO ESP QUES X4; 301 ; 8 ; 97 ;0,01%;#°REF!;
7501006726701 ;HERBAL ESSENCES AC PARALISALOS X 355; 112 ; 8 ; 38 ;0,01%;#°REF!;
7501065904041 ;HERBAL ESSENCES SH PARALISALOS X 355; 114 ; 8 ; 36 ;0,01%;#°REF!;
7790790120257 ;INCA ARVEJAS X 350; 23 ; 8 ; 7 ;0,01%;#°REF!;
7794270035406 ;KEKSY GELATINA LIGHT FRAMBUESA X 25 G; 23 ; 8 ; 8 ;0,01%;#°REF!;
7790171000321 ;KEKSY HELADO CHOCOLATE X 100 G; 28 ; 8 ; 8 ;0,01%;#°REF!;
7791600603359 ;KEVIN SPIRIT X 150; 166 ; 8 ; 57 ;0,01%;#°REF!;
7794000595514 ;KNORR BASE CARNE AL HORNO; 82 ; 8 ; 24 ;0,01%;#°REF!;
7794000586413 ;KNORR QUICK POLLO X 5 SOB; 57 ; 8 ;-5 ;0,01%;#°REF!;
4006584671427 ;LA BUENA LUZ 14W-50W; 104 ; 8 ; 40 ;0,01%;#°REF!;
7790150079607 ;LA VIRGINIA TILO X 25 SAQ; 84 ; 8 ; 22 ;0,01%;#°REF!;
7795907000439 ;LUCCHETTI CAB DE ANG X 500 G; 64 ; 8 ; 15 ;0,01%;#°REF!;
7796613012297 ;M&KA TUN DESM.AC. 170G; 43 ; 8 ; 13 ;0,01%;#°REF!;
7790040467101 ;MACUCAS CHOCOLATE X 160 G; 36 ; 8 ; 10 ;0,01%;#°REF!;
7506195176733 ;MAGISTRAL MARINA X 600 ML; 167 ; 8 ; 72 ;0,01%;#°REF!;
7797470124697 ;MAROLIO AMARGO SERRANO LIGHT X 1500 CC; 46 ; 8 ; 12 ;0,01%;#°REF!;
7797470000335 ;MAROLIO MERMELADA DAMAZCO X 454; 58 ; 8 ; 19 ;0,01%;#°REF!;
7797470001912 ;MAROLIO TAMATE TRITURADO X 980 G; 105 ; 8 ; 33 ;0,01%;#°REF!;
7790520001252 ;MR MUSCULO CREMA MA DE CAMP X 450; 61 ; 8 ; 19 ;0,01%;#°REF!;
7702027416736 ;NOSOTRAS TOALLA NAT X 8 INVI; 55 ; 8 ; 20 ;0,01%;#°REF!;
;OK ESPONJA SALVA U√êAS; 10 ; 8 ; 4 ;0,01%;#°REF!;
7790263000703 ;OKEBON GIROTONDO 150G.; 26 ; 8 ; 8 ;0,01%;#°REF!;
7790040008175 ;OPERA GALLETAS X 220 G; 87 ; 8 ; 26 ;0,01%;#°REF!;
7506295313984 ;ORAL-B ADVAN+PASTA DENTAL; 145 ; 8 ; 54 ;0,01%;#°REF!;
7790079001031 ;PALADINI MORTADELA MINI X 300 G; 114 ; 8 ; 44 ;0,01%;#°REF!;
7790773003188 ;PALILLERO DE MESA IDEAL; 22 ; 8 ; 9 ;0,01%;#°REF!;
7501006721294 ;PANTENE ACON RESTAU X 200 ML; 121 ; 8 ; 38 ;0,01%;#°REF!;
7790070017635 ;PATITAS DE POLLO X 200 G; 111 ; 8 ; 32 ;0,01%;#°REF!;
7790070016300 ;PATITAS DE POLLO X 400 G; 229 ; 8 ; 69 ;0,01%;#°REF!;
7790310980231 ;PEP RUEDITAS X 74 G; 40 ; 8 ; 7 ;0,01%;#°REF!;
7793253025755 ;POETT LIMPIADOR LIQUIDO SUAV. DE ALGODON; 46 ; 8 ; 14 ;0,01%;#°REF!;
7791130026277 ;PROCENEX BRISA DEL BOSQUE; 36 ; 8 ; 10 ;0,01%;#°REF!;
7791130026055 ;PROCENEX FLORES LIMPIADOR 3 EN 1 X 1800; 71 ; 8 ; 22 ;0,01%;#°REF!;
7791130026109 ;PROCENEX PINO LIMPIADOR 3 EN 1 X 1800; 73 ; 8 ; 23 ;0,01%;#°REF!;
7791130005203 ;PROCENEX VIDRIO DP X 500 ML; 46 ; 8 ; 14 ;0,01%;#°REF!;
7792170100323 ;QUAKER AVENA TRAD X 800G; 94 ; 8 ; 28 ;0,01%;#°REF!;
7794059000182 ;QUERICO CABELLO DE ANGEL X 500 G; 54 ; 8 ; 16 ;0,01%;#°REF!;
7794059000533 ;QUERICO NIDOS N? 1X 500 G NUEVO; 54 ; 8 ; 15 ;0,01%;#°REF!;
7798061890618 ;ROMYL GUANTES TALLE M; 80 ; 8 ; 28 ;0,01%;#°REF!;
7791624000042 ;SACCHI SOPAPA; 95 ; 8 ; 30 ;0,01%;#°REF!;
7790580956905 ;SALSA ARCOR NAPOL. DP 340G.; 41 ; 8 ; 11 ;0,01%;#°REF!;
;SANCOR PATEGRAS X 1 K; 743 ; 8 ; 283 ;0,01%;#°REF!;
7798062548365 ;SER NARANJA DURAZNO X 1500; 62 ; 8 ; 18 ;0,01%;#°REF!;
7891010959630 ;SIEMPRE LIBRE SLINEA NOCT 8 U; 97 ; 8 ; 36 ;0,01%;#°REF!;
7791290783133 ;SKIP NEGRO X 800 G; 152 ; 8 ; 46 ;0,01%;#°REF!;
7791293016481 ;SUAVE AC FRUTOS ROJOS X 930; 87 ; 8 ; 26 ;0,01%;#°REF!;
7791293016634 ;SUAVE SH LAVANDA 930ML; 89 ; 8 ; 28 ;0,01%;#°REF!;
7790250057598 ;SUSSEX ULTRA X 140U; 67 ; 8 ; 27 ;0,01%;#°REF!;
7790360720382 ;SWIFT PATE DE FOIE X 90 G; 22 ; 8 ; 6 ;0,01%;#°REF!;
7790040677005 ;TORTITAS CHOCOLATE X 125 G; 31 ; 8 ; 7 ;0,01%;#°REF!;
7791014090325 ;TULIPAM CLASSIC X 3 UNID; 48 ; 8 ; 14 ;0,01%;#°REF!;
7790127001099 ;VANOLI SALSA PIZZA X 360 G; 43 ; 8 ; 14 ;0,01%;#°REF!;
7798099598159 ;VENTUS MER MAL CAB SAU X 750; 179 ; 8 ; 53 ;0,01%;#°REF!;
7791520009354 ;VERITAS TALCO ESENCIAL X 110G; 65 ; 8 ; 19 ;0,01%;#°REF!;
7791337075016 ;VIDACOL VAINILLA 80 G; 27 ; 8 ; 6 ;0,01%;#°REF!;
7798062540284 ;VILLA DEL SUR LEVITE POMELO X 2.25 L; 86 ; 8 ; 26 ;0,01%;#°REF!;
7794538001471 ;VILLA RICA CHIMICHURRI X 25 G; 26 ; 8 ; 13 ;0,01%;#°REF!;
7794538001013 ;VILLA RICA PROVENSAL X 25 G; 33 ; 8 ; 17 ;0,01%;#°REF!;
7791290004474 ;VIVERE DIA A DIA + 500 ML; 53 ; 8 ; 21 ;0,01%;#°REF!;
;YESI HERMET. RED. 1.25 L; 78 ; 8 ; 35 ;0,01%;#°REF!;
7794538000047 ;VILLA RICA CAFE X 125 G; 53 ; 7 ; 21 ;0,01%;#°REF!;cafÈ
7790040534704 ;FORMIS DULCE DE LECHE X 108 G; 33 ; 7 ; 11 ;0,01%;#°REF!;dulce_leche
7790060034055 ;FAVORITA FIDEO CODO RAYADO X 500 G; 36 ; 7 ; 10 ;0,01%;#°REF!;fideo
7798138552494 ;MOLTO FIDEO MOSTA.LISO 500G; 36 ; 7 ; 10 ;0,01%;#°REF!;fideo
7790895000225 ;SPRITE X 2000 CC RETORNABLE; 63 ; 7 ; 15 ;0,01%;#°REF!;gaseosa
7506195182369 ;JABON P.ARIEL 1.5KG.; 224 ; 7 ; 67 ;0,01%;#°REF!;jabon
7791293017792 ;JABON T.REXONA MENTA 125G. 3UN; 76 ; 7 ; 22 ;0,01%;#°REF!;jabon
7622300580162 ;TANG JUGO REMIX UVA/MANGO X 20 G; 11 ; 7 ; 3 ;0,01%;#°REF!;jugo
7791620008714 ;DANICA + LECHE PAN 500G; 128 ; 7 ; 43 ;0,01%;#°REF!;leche
7793940063008 ;LA SERENISIMA LECHE ENT EN POL X 500G; 161 ; 7 ; 34 ;0,01%;#°REF!;leche
7793940963001 ;LA SERENISIMA LECHE POLV. 200G; 74 ; 7 ; 18 ;0,01%;#°REF!;leche
7793940270000 ;LA SERENISIMA MANTECA X 500 GR.; 156 ; 7 ; 33 ;0,01%;#°REF!;manteca
7794000482043 ;FANACOA MAYONESA X 1 KG; 97 ; 7 ; 31 ;0,01%;#°REF!;mayonesa
7791813421351 ;PEPSI X 1500 CM3 LIGHT; 83 ; 7 ; 20 ;0,01%;#°REF!;pepsi
7793940661006 ;QUESO UNT.FINLANDIA 200G; 66 ; 7 ; 15 ;0,01%;#°REF!;queso
7793940638008 ;QUESO UNT.FINLANDIA LIGHT 2; 67 ; 7 ; 16 ;0,01%;#°REF!;queso
7791274196645 ;ALGABO COMBO SHAMPOO/ACOND.+ TALCO; 158 ; 7 ; 65 ;0,01%;#°REF!;shampoo
7899026422087 ;ELVIVE SHAMPOO LIS-INTE X 200; 117 ; 7 ; 41 ;0,01%;#°REF!;shampoo
77935847 ;SEDAL SHAMP.SOS CERAM 10 ML; 7 ; 7 ; 3 ;0,01%;#°REF!;shampoo
7791293973197 ;SUAVE SHAM MIEL Y ALME X 930; 79 ; 7 ; 25 ;0,01%;#°REF!;shampoo
7790150355077 ;LA VIRGINIA TE VERDE 20 SAQ; 40 ; 7 ; 13 ;0,01%;#°REF!;te
7790387014037 ;YERBA UNION 250G; 46 ; 7 ; 12 ;0,01%;#°REF!;yerba
7790787100446 ;ILOLAY YOGUR ENT C/FRUTILLA X 150G; 34 ; 7 ; 9 ;0,01%;#°REF!;yogur
7501006731422 ;ACE LIQUIDO X 800 ML; 117 ; 7 ; 39 ;0,01%;#°REF!;
7791564012525 ;ADLER SALAME X 100 G; 67 ; 7 ; 19 ;0,01%;#°REF!;
7798062541038 ;AGUA SAB.LEVITE POM.R.500ML.; 32 ; 7 ; 9 ;0,01%;#°REF!;
7790580636005 ;AGUILA CHOCOLATE 250G.; 143 ; 7 ; 43 ;0,01%;#°REF!;
7791130013826 ;AIR WICK DESOD. AMBIENTE FLORES BL X 34; 48 ; 7 ; 14 ;0,01%;#°REF!;
7791290783966 ;ALA SOL MATIC JAB EN POLVO X 400 G; 39 ; 7 ; 10 ;0,01%;#°REF!;
7791274189487 ;ALGABO QUITAESMALTE 120ML.; 56 ; 7 ; 25 ;0,01%;#°REF!;
7790580243708 ;ARCOR ARVEJAS SECAS REMOJADAS X 350 G; 28 ; 7 ; 8 ;0,01%;#°REF!;
7790580509408 ;ARCOR MERM DAMASCO X 454 G; 70 ; 7 ; 19 ;0,01%;#°REF!;
7790580509507 ;ARCOR MERM DURAZNO X 454 G; 71 ; 7 ; 21 ;0,01%;#°REF!;
7790580969400 ;ARCOR SALSA TUCO DP 340G.; 37 ; 7 ; 11 ;0,01%;#°REF!;
7791293020365 ;AXE EXCITE X 160 ML; 113 ; 7 ; 40 ;0,01%;#°REF!;
7793253047122 ;AYUDIN DES FRESC MARIT X 332ML; 87 ; 7 ; 28 ;0,01%;#°REF!;
7793253047108 ;AYUDIN DESINFECTANTE AERO ORG X 400 ML; 89 ; 7 ; 30 ;0,01%;#°REF!;
7790580486808 ;BON O BON CHOCOLATE POSTRE X 110 G; 51 ; 7 ; 17 ;0,01%;#°REF!;
7792280000339 ;CACHAMAI X 20 SAQUITOS; 41 ; 7 ; 12 ;0,01%;#°REF!;
7798138550155 ;CAVAS SAN JULIAN SYRAH X 750CC; 123 ; 7 ; 42 ;0,01%;#°REF!;
7790710334092 ;CBSE ENERGIA X 500 G; 107 ; 7 ; 37 ;0,01%;#°REF!;
7790040713703 ;CEREAL MIX GALLETA AVENA/PASA X 180 G; 48 ; 7 ; 12 ;0,01%;#°REF!;
7791290004658 ;CIF ACTIVE GEL NARANJA POMELO X 300ML; 70 ; 7 ; 22 ;0,01%;#°REF!;
7790040350502 ;CINDOR CEREAL 200 GR; 102 ; 7 ; 27 ;0,01%;#°REF!;
7798153810180 ;COCOA ZUCOA FRUTILLA 180G.; 29 ; 7 ; 8 ;0,01%;#°REF!;
7790168000488 ;COLON CABERNET SAU X 750 CC; 143 ; 7 ; 45 ;0,01%;#°REF!;
7793046007296 ;CORMILLOT MERM FRUTILLA S/ AZUC 390 G; 84 ; 7 ; 23 ;0,01%;#°REF!;
7793620001979 ;DAYS SUPREME 2 EN 1 X 8; 72 ; 7 ; 26 ;0,01%;#°REF!;
7793359000038 ;DOMINGO HERMANOS TORRONTES X 4650 CC; 487 ; 7 ; 151 ;0,01%;#°REF!;
7792900092706 ;DOS ESTRELLAS SAL FINA X 500 G; 13 ; 7 ; 5 ;0,01%;#°REF!;
7791293991283 ;DOVE GO FRESH AERO X 100 G; 145 ; 7 ; 53 ;0,01%;#°REF!;
7790580508203 ;DULCIORA DAMASCO X 500 G; 42 ; 7 ; 12 ;0,01%;#°REF!;
7793046008057 ;DULCOR DAMASCO X 500 G; 35 ; 7 ; 11 ;0,01%;#°REF!;
7791625008733 ;ECO BOL. RES.45*6010U; 33 ; 7 ; 16 ;0,01%;#°REF!;
7791625008726 ;ECO BOLSA RESIDUO 50X 70 CM; 72 ; 7 ; 29 ;0,01%;#°REF!;
7791625004964 ;ECO BROCHE MADERA X 12; 49 ; 7 ; 32 ;0,01%;#°REF!;
7899026457072 ;ELVIVE SH REP TOTAL 5 200ML; 112 ; 7 ; 44 ;0,01%;#°REF!;
7899026457027 ;ELVIVE SH. COLOR VIVE 200 ML; 114 ; 7 ; 43 ;0,01%;#°REF!;
7797470131268 ;ESENCIAL BOLSA RES 60X100; 83 ; 7 ; 31 ;0,01%;#°REF!;
7791130018210 ;ESPADOL JAB ACTIVE DEO 3X90G; 104 ; 7 ; 34 ;0,01%;#°REF!;
7790314055386 ;ESTANCIA DE MENDOZA MER - MAL X 700CC; 106 ; 7 ; 22 ;0,01%;#°REF!;
7790093013102 ;ETCHART PRIVADO TORRONTES X 750 CC; 143 ; 7 ; 46 ;0,01%;#°REF!;
;EXTRALIMP ROCIADOR PARA LIQ; 58 ; 7 ; 18 ;0,01%;#°REF!;
7794538001280 ;FLAN VILLA RICA X 120 G; 29 ; 7 ; 11 ;0,01%;#°REF!;
4008321915191 ;FOCO OSRAM 25 W; 44 ; 7 ; 26 ;0,01%;#°REF!;
7790040534506 ;FORMIS BLACK X 108 G; 29 ; 7 ; 10 ;0,01%;#°REF!;
7790040534803 ;FORMIS CHOCOLATE X 108 G; 28 ; 7 ; 9 ;0,01%;#°REF!;
7790040948808 ;GALL.TENTACIONES RELL.MOUSS85G; 43 ; 7 ; 12 ;0,01%;#°REF!;
7792390001356 ;GIACOMO TRIDICCI X 500 G; 146 ; 7 ; 47 ;0,01%;#°REF!;
7790520988416 ;GLADE I LOVE YOU AERO X 360 CM; 58 ; 7 ; 19 ;0,01%;#°REF!;
7790580682507 ;GODET GELATINA LIGHT ARCOR FRUTAS ROJAS; 29 ; 7 ; 10 ;0,01%;#°REF!;
7790045800651 ;GRANIX AZUCOPOS X 500G; 81 ; 7 ; 23 ;0,01%;#°REF!;
7790045823865 ;GRANIX BIZCOCHITOS SESAMO X 180 G; 34 ; 7 ; 9 ;0,01%;#°REF!;
7501001244255 ;HEAD & SHOULDERS PROTC. CAIDA X 200 ML; 126 ; 7 ; 40 ;0,01%;#°REF!;
7501001244262 ;HEAD & SHOULDERS PROTEC. CAIDA X 400 ML; 244 ; 7 ; 94 ;0,01%;#°REF!;
7794000411289 ;HELLMANNS SALSA GOLF X 250 G; 40 ; 7 ; 12 ;0,01%;#°REF!;
7794626922701 ;HUGGIES CLASSIC RN CELESTE X 20 UNID; 202 ; 7 ; 65 ;0,01%;#°REF!;
7790010989084 ;JOHNSONS TOALL.HUM.C/CREMA; 104 ; 7 ; 34 ;0,01%;#°REF!;
7794270035413 ;KEKSY GELATINA LIGHT CEREZA X 25 G; 20 ; 7 ; 6 ;0,01%;#°REF!;
7790895000898 ;KIN AGUA MINERALIZADA C/GAS X 2000 CC; 38 ; 7 ; 5 ;0,01%;#°REF!;
;LA LOMA RICOTA MAGRA X 1 K; 140 ; 7 ; 55 ;0,01%;#°REF!;
7790170000803 ;LA MORENITA X 100 SAQUITOS; 56 ; 7 ; 17 ;0,01%;#°REF!;
7793940460005 ;LA SERENISIMA POR SALUT X 200 G; 69 ; 7 ; 18 ;0,01%;#°REF!;
7790480008810 ;LA TANQUERA X 1 KG; 145 ; 7 ; 44 ;0,01%;#°REF!;
7797470006580 ;LOMITOS MAROLIO ATUN AL NATURAL 120 GRS.; 65 ; 7 ; 19 ;0,01%;#°REF!;
7790520986542 ;LYSOFORM LIMPIADOR CITRICA X 450 CC; 53 ; 7 ; 22 ;0,01%;#°REF!;
7790520986481 ;LYSOFORM ORIGINAL X 450 CC; 49 ; 7 ; 16 ;0,01%;#°REF!;
7797470004807 ;MAROLIO AMARGO CORDILLERANO X 1500 CC; 40 ; 7 ; 11 ;0,01%;#°REF!;
7797470000328 ;MAROLIO MERMELADA FRUTILLA X 454; 62 ; 7 ; 18 ;0,01%;#°REF!;
7790230040176 ;MATARAZZO CODITO X 500 G; 57 ; 7 ; 16 ;0,01%;#°REF!;
;MATARAZZO MO√êO X 500 G; 66 ; 7 ; 17 ;0,01%;#°REF!;
7790580323578 ;MOGUL GELATINA UVA X 60 G; 23 ; 7 ; 7 ;0,01%;#°REF!;
7790520001016 ;MR MUSCULO GLADE PINO X 900; 40 ; 7 ; 14 ;0,01%;#°REF!;
7790272005508 ;NATURA AERO X 120 G; 81 ; 7 ; 26 ;0,01%;#°REF!;
7793100311048 ;ODEX CITRUS X 400 G; 27 ; 7 ; 8 ;0,01%;#°REF!;
7790263110372 ;OKEBON GALL VAINILLA 150G; 23 ; 7 ; 7 ;0,01%;#°REF!;
7501007413860 ;PANTENE 2 EN 1 HIDRATACION X 200; 105 ; 7 ; 34 ;0,01%;#°REF!;
7790070016317 ;PATITAS DE POLLO X 800 G; 369 ; 7 ; 117 ;0,01%;#°REF!;
7790740528669 ;PLUSBELLE SH ALGAS MARINAS X 1 LTS; 78 ; 7 ; 24 ;0,01%;#°REF!;
7790740528720 ;PLUSBELLE SH UVA X 1 LTS; 78 ; 7 ; 24 ;0,01%;#°REF!;
7793253026608 ;POETT DEJA VU LIMP LIQ X 900; 40 ; 7 ; 12 ;0,01%;#°REF!;
7792798011919 ;QUILMES CRISTAL X 1 L (RET); 65 ; 7 ; 21 ;0,01%;#°REF!;
7790520000347 ;RAID ESPIRAL X 12 UNID NUEVO; 35 ; 7 ; 10 ;0,01%;#°REF!;
7790520508485 ;RAID MATA MOSCAS EN AEROSOL X 360 CC; 113 ; 7 ; 45 ;0,01%;#°REF!;
7791293848259 ;REXONA ANTIT SKIN CARE X 105 G; 104 ; 7 ; 38 ;0,01%;#°REF!;
7791293784465 ;REXONA COTTON X 175 CC; 99 ; 7 ; 34 ;0,01%;#°REF!;
7791293004310 ;REXONA WOMEN ECTIVE EMOTION X 105; 102 ; 7 ; 36 ;0,01%;#°REF!;
7790071070202 ;RIERA TOSTADAS FIBRA 200G.; 60 ; 7 ; 17 ;0,01%;#°REF!;
7790071070301 ;RIERA TOSTADAS VITAM.200G.; 58 ; 7 ; 15 ;0,01%;#°REF!;
;ROMYL ESCOBILLON N¬¨ 1 C/ PALO; 102 ; 7 ; 54 ;0,01%;#°REF!;
7793360927508 ;SALSATI SALSA POMAROLA DP X 340 G; 41 ; 7 ; 11 ;0,01%;#°REF!;
;SANCOR SARDO KG; 767 ; 7 ; 256 ;0,01%;#°REF!;
7790010890618 ;SIEMPRE LIBRE ADAPT C/ALAS X 16; 118 ; 7 ; 41 ;0,01%;#°REF!;
7891010891220 ;SIEMPRE LIBRE ESPECIAL SUAV C/A X 8; 49 ; 7 ; 17 ;0,01%;#°REF!;
7891010891213 ;SIMPRE LIBRE SLINEA ULTRA X 16; 121 ; 7 ; 40 ;0,01%;#°REF!;
7791274000515 ;TALCO JUANCHO 100G.; 70 ; 7 ; 24 ;0,01%;#°REF!;
7790387004731 ;TARAGUI MAS ENERGIA X 500 G; 99 ; 7 ; 31 ;0,01%;#°REF!;
;TERRABUSI SPAGHET.100 A√ëOS; 58 ; 7 ; 17 ;0,01%;#°REF!;
7790080027518 ;THOLEM JAMON DE LA SIERRA X 190 G; 70 ; 7 ; 15 ;0,01%;#°REF!;
7798082740237 ;TIA MARUCA BISCUITS X 200 G; 44 ; 7 ; 11 ;0,01%;#°REF!;
7798082742866 ;TIA MARUCA GALLETAS LIGHT X 180 G; 45 ; 7 ; 15 ;0,01%;#°REF!;
7790040676909 ;TORTITAS ARCOR FRUTOS DEL BOSQUE X 140 G; 28 ; 7 ; 8 ;0,01%;#°REF!;
7793253184506 ;TRENET ECONOMICO X 500 CM3; 60 ; 7 ; 20 ;0,01%;#°REF!;
7798045280046 ;UPA LA LA ! TALCO X 100 G; 82 ; 7 ; 32 ;0,01%;#°REF!;
